,result
2998,9
2999,9
3000,6
3001,7
3002,7
3003,0
3004,3
3005,0
3006,3
3007,7
3008,2
3009,3
3010,6
3011,1
3012,1
3013,1
3014,8
3015,6
3016,6
3017,1
3018,0
3019,8
3020,8
3021,2
3022,7
3023,7
3024,6
3025,4
3026,4
3027,0
3028,6
3029,9
3030,9
3031,2
3032,0
3033,5
3034,0
3035,0
3036,1
3037,3
3038,0
3039,1
3040,4
3041,9
3042,6
3043,1
3044,8
3045,1
3046,4
3047,0
3048,0
3049,6
3050,8
3051,9
3052,7
3053,3
3054,2
3055,0
3056,0
3057,8
3058,6
3059,3
3060,7
3061,9
3062,5
3063,6
3064,3
3065,3
3066,9
3067,0
3068,6
3069,1
3070,9
3071,4
3072,1
3073,3
3074,3
3075,6
3076,8
3077,7
3078,8
3079,8
3080,3
3081,9
3082,7
3083,0
3084,3
3085,1
3086,7
3087,2
3088,8
3089,3
3090,6
3091,9
3092,2
3093,8
3094,6
3095,6
3096,3
3097,1
3098,3
3099,8
3100,4
3101,0
3102,7
3103,1
3104,1
3105,2
3106,1
3107,3
3108,9
3109,4
3110,1
3111,9
3112,8
3113,6
3114,9
3115,7
3116,4
3117,8
3118,2
3119,7
3120,6
3121,1
3122,9
3123,6
3124,3
3125,8
3126,6
3127,9
3128,9
3129,9
3130,1
3131,0
3132,9
3133,1
3134,8
3135,0
3136,1
3137,4
3138,9
3139,4
3140,3
3141,9
3142,0
3143,7
3144,6
3145,9
3146,3
3147,6
3148,4
3149,4
3150,9
3151,0
3152,8
3153,3
3154,8
3155,8
3156,6
3157,7
3158,0
3159,5
3160,5
3161,1
3162,7
3163,8
3164,1
3165,8
3166,0
3167,9
3168,3
3169,2
3170,3
3171,5
3172,4
3173,1
3174,6
3175,1
3176,9
3177,6
3178,3
3179,2
3180,3
3181,1
3182,3
3183,3
3184,3
3185,1
3186,2
3187,6
3188,1
3189,9
3190,4
3191,9
3192,3
3193,0
3194,0
3195,0
3196,0
3197,0
3198,7
3199,1
3200,7
3201,6
3202,6
3203,2
3204,0
3205,9
3206,6
3207,5
3208,8
3209,0
3210,6
3211,6
3212,2
3213,8
3214,7
3215,0
3216,1
3217,6
3218,2
3219,1
3220,7
3221,1
3222,0
3223,7
3224,7
3225,9
3226,3
3227,1
3228,5
3229,9
3230,3
3231,2
3232,5
3233,6
3234,8
3235,1
3236,8
3237,6
3238,9
3239,6
3240,1
3241,1
3242,9
3243,7
3244,6
3245,9
3246,2
3247,9
3248,8
3249,2
3250,8
3251,1
3252,2
3253,3
3254,6
3255,9
3256,1
3257,0
3258,6
3259,5
3260,1
3261,5
3262,6
3263,7
3264,1
3265,9
3266,8
3267,7
3268,3
3269,0
3270,7
3271,2
3272,3
3273,7
3274,7
3275,9
3276,9
3277,1
3278,3
3279,7
3280,6
3281,6
3282,4
3283,7
3284,2
3285,8
3286,7
3287,0
3288,1
3289,9
3290,6
3291,9
3292,1
3293,8
3294,7
3295,6
3296,0
3297,0
3298,1
3299,1
3300,3
3301,2
3302,5
3303,3
3304,9
3305,0
3306,9
3307,7
3308,9
3309,8
3310,0
3311,9
3312,1
3313,0
3314,8
3315,1
3316,6
3317,2
3318,8
3319,3
3320,5
3321,4
3322,0
3323,5
3324,3
3325,6
3326,3
3327,7
3328,9
3329,0
3330,8
3331,1
3332,1
3333,2
3334,8
3335,3
3336,0
3337,4
3338,6
3339,5
3340,0
3341,6
3342,0
3343,7
3344,6
3345,8
3346,9
3347,9
3348,0
3349,8
3350,1
3351,7
3352,8
3353,4
3354,1
3355,3
3356,7
3357,9
3358,8
3359,8
3360,2
3361,8
3362,9
3363,3
3364,3
3365,1
3366,3
3367,5
3368,0
3369,8
3370,6
3371,2
3372,9
3373,7
3374,1
3375,4
3376,5
3377,2
3378,8
3379,6
3380,6
3381,8
3382,7
3383,2
3384,4
3385,4
3386,3
3387,5
3388,4
3389,6
3390,0
3391,4
3392,4
3393,1
3394,9
3395,7
3396,8
3397,5
3398,3
3399,1
3400,3
3401,3
3402,0
3403,3
3404,1
3405,6
3406,0
3407,9
3408,3
3409,0
3410,4
3411,3
3412,3
3413,3
3414,3
3415,1
3416,7
3417,6
3418,3
3419,3
3420,3
3421,6
3422,0
3423,1
3424,3
3425,9
3426,7
3427,3
3428,0
3429,7
3430,1
3431,4
3432,7
3433,4
3434,9
3435,0
3436,4
3437,9
3438,6
3439,0
3440,0
3441,0
3442,9
3443,3
3444,7
3445,7
3446,6
3447,9
3448,8
3449,4
3450,0
3451,0
3452,0
3453,1
3454,9
3455,0
3456,0
3457,1
3458,0
3459,0
3460,6
3461,4
3462,8
3463,0
3464,9
3465,4
3466,3
3467,7
3468,2
3469,9
3470,7
3471,2
3472,6
3473,0
3474,1
3475,6
3476,0
3477,2
3478,0
3479,2
3480,1
3481,7
3482,3
3483,9
3484,2
3485,0
3486,6
3487,1
3488,2
3489,2
3490,8
3491,3
3492,1
3493,4
3494,7
3495,8
3496,4
3497,6
3498,7
3499,7
3500,6
3501,8
3502,7
3503,9
3504,9
3505,0
3506,0
3507,1
3508,8
3509,2
3510,7
3511,3
3512,6
3513,9
3514,3
3515,5
3516,1
3517,6
3518,3
3519,7
3520,3
3521,8
3522,7
3523,0
3524,0
3525,1
3526,1
3527,2
3528,6
3529,3
3530,0
3531,5
3532,9
3533,6
3534,6
3535,7
3536,4
3537,8
3538,7
3539,5
3540,1
3541,9
3542,2
3543,8
3544,0
3545,7
3546,2
3547,9
3548,7
3549,7
3550,1
3551,7
3552,0
3553,3
3554,8
3555,9
3556,6
3557,4
3558,6
3559,4
3560,7
3561,3
3562,1
3563,1
3564,8
3565,8
3566,4
3567,1
3568,6
3569,2
3570,1
3571,7
3572,1
3573,9
3574,6
3575,2
3576,6
3577,6
3578,8
3579,1
3580,6
3581,5
3582,7
3583,2
3584,1
3585,9
3586,4
3587,5
3588,1
3589,8
3590,1
3591,4
3592,3
3593,6
3594,8
3595,9
3596,6
3597,9
3598,7
3599,1
3600,2
3601,8
3602,1
3603,7
3604,2
3605,5
3606,7
3607,5
3608,2
3609,1
3610,3
3611,4
3612,3
3613,9
3614,9
3615,1
3616,1
3617,3
3618,1
3619,6
3620,3
3621,3
3622,1
3623,3
3624,3
3625,0
3626,4
3627,2
3628,1
3629,6
3630,9
3631,9
3632,4
3633,9
3634,4
3635,6
3636,3
3637,3
3638,3
3639,3
3640,8
3641,1
3642,9
3643,1
3644,7
3645,6
3646,8
3647,5
3648,3
3649,6
3650,3
3651,8
3652,3
3653,1
3654,9
3655,9
3656,9
3657,7
3658,2
3659,6
3660,7
3661,4
3662,6
3663,3
3664,6
3665,9
3666,0
3667,4
3668,2
3669,7
3670,3
3671,0
3672,2
3673,9
3674,1
3675,0
3676,7
3677,6
3678,1
3679,3
3680,3
3681,9
3682,2
3683,9
3684,9
3685,3
3686,8
3687,0
3688,0
3689,2
3690,0
3691,0
3692,6
3693,1
3694,8
3695,0
3696,3
3697,1
3698,0
3699,0
3700,6
3701,4
3702,6
3703,0
3704,4
3705,1
3706,3
3707,0
3708,9
3709,4
3710,0
3711,7
3712,2
3713,9
3714,4
3715,2
3716,7
3717,0
3718,4
3719,6
3720,0
3721,2
3722,1
3723,6
3724,7
3725,0
3726,8
3727,0
3728,9
3729,9
3730,3
3731,3
3732,8
3733,0
3734,1
3735,1
3736,1
3737,2
3738,4
3739,3
3740,4
3741,4
3742,0
3743,5
3744,0
3745,6
3746,9
3747,7
3748,1
3749,8
3750,0
3751,9
3752,9
3753,0
3754,9
3755,1
3756,8
3757,2
3758,1
3759,3
3760,4
3761,4
3762,1
3763,5
3764,8
3765,6
3766,3
3767,7
3768,7
3769,0
3770,9
3771,9
3772,1
3773,0
3774,1
3775,1
3776,2
3777,2
3778,0
3779,3
3780,2
3781,4
3782,1
3783,5
3784,7
3785,6
3786,3
3787,7
3788,1
3789,0
3790,0
3791,9
3792,8
3793,7
3794,3
3795,9
3796,1
3797,3
3798,6
3799,8
3800,3
3801,5
3802,6
3803,1
3804,3
3805,8
3806,0
3807,5
3808,6
3809,2
3810,0
3811,8
3812,3
3813,6
3814,6
3815,1
3816,6
3817,9
3818,6
3819,2
3820,0
3821,4
3822,0
3823,0
3824,5
3825,9
3826,2
3827,9
3828,6
3829,3
3830,2
3831,7
3832,8
3833,7
3834,0
3835,9
3836,2
3837,1
3838,9
3839,8
3840,0
3841,2
3842,1
3843,7
3844,8
3845,5
3846,9
3847,8
3848,3
3849,5
3850,2
3851,3
3852,8
3853,2
3854,7
3855,2
3856,1
3857,0
3858,3
3859,5
3860,6
3861,8
3862,2
3863,6
3864,3
3865,0
3866,8
3867,1
3868,3
3869,0
3870,7
3871,3
3872,6
3873,8
3874,0
3875,1
3876,2
3877,0
3878,9
3879,3
3880,4
3881,0
3882,7
3883,4
3884,1
3885,7
3886,7
3887,4
3888,7
3889,9
3890,0
3891,2
3892,6
3893,9
3894,2
3895,1
3896,9
3897,2
3898,3
3899,5
3900,8
3901,7
3902,1
3903,1
3904,3
3905,7
3906,1
3907,1
3908,7
3909,6
3910,1
3911,7
3912,2
3913,3
3914,0
3915,3
3916,3
3917,6
3918,8
3919,5
3920,4
3921,6
3922,0
3923,2
3924,1
3925,8
3926,6
3927,7
3928,6
3929,6
3930,1
3931,4
3932,3
3933,9
3934,0
3935,8
3936,8
3937,8
3938,9
3939,2
3940,7
3941,9
3942,1
3943,6
3944,8
3945,5
3946,6
3947,5
3948,6
3949,9
3950,9
3951,5
3952,8
3953,3
3954,7
3955,7
3956,3
3957,4
3958,0
3959,3
3960,1
3961,6
3962,3
3963,0
3964,2
3965,0
3966,0
3967,6
3968,9
3969,9
3970,8
3971,0
3972,2
3973,1
3974,3
3975,1
3976,9
3977,3
3978,6
3979,9
3980,4
3981,1
3982,8
3983,0
3984,4
3985,0
3986,0
3987,1
3988,7
3989,2
3990,7
3991,3
3992,7
3993,4
3994,0
3995,8
3996,8
3997,6
3998,9
3999,7
4000,3
4001,8
4002,7
4003,9
4004,9
4005,0
4006,1
4007,1
4008,3
4009,2
4010,0
4011,3
4012,3
4013,4
4014,7
4015,5
4016,2
4017,6
4018,9
4019,7
4020,1
4021,1
4022,0
4023,9
4024,8
4025,0
4026,0
4027,1
4028,0
4029,2
4030,8
4031,3
4032,2
4033,4
4034,3
4035,5
4036,6
4037,6
4038,0
4039,7
4040,1
4041,1
4042,2
4043,9
4044,0
4045,0
4046,7
4047,9
4048,1
4049,5
4050,7
4051,5
4052,3
4053,6
4054,8
4055,9
4056,5
4057,8
4058,1
4059,9
4060,9
4061,1
4062,3
4063,7
4064,4
4065,5
4066,3
4067,1
4068,1
4069,0
4070,9
4071,0
4072,2
4073,2
4074,3
4075,2
4076,6
4077,7
4078,2
4079,8
4080,0
4081,2
4082,2
4083,0
4084,2
4085,1
4086,9
4087,2
4088,9
4089,1
4090,2
4091,3
4092,5
4093,3
4094,9
4095,7
4096,1
4097,3
4098,1
4099,3
4100,2
4101,6
4102,9
4103,1
4104,4
4105,9
4106,1
4107,0
4108,6
4109,9
4110,1
4111,5
4112,9
4113,2
4114,9
4115,8
4116,7
4117,2
4118,1
4119,0
4120,0
4121,0
4122,2
4123,1
4124,8
4125,3
4126,8
4127,2
4128,0
4129,1
4130,2
4131,7
4132,9
4133,9
4134,1
4135,6
4136,1
4137,3
4138,2
4139,1
4140,0
4141,3
4142,9
4143,9
4144,3
4145,1
4146,3
4147,7
4148,7
4149,6
4150,4
4151,1
4152,1
4153,9
4154,9
4155,3
4156,1
4157,1
4158,2
4159,4
4160,7
4161,3
4162,5
4163,6
4164,6
4165,9
4166,9
4167,0
4168,0
4169,1
4170,7
4171,7
4172,1
4173,5
4174,6
4175,4
4176,0
4177,4
4178,7
4179,7
4180,1
4181,7
4182,3
4183,9
4184,9
4185,5
4186,9
4187,1
4188,0
4189,8
4190,6
4191,1
4192,3
4193,9
4194,2
4195,8
4196,6
4197,1
4198,9
4199,9
4200,2
4201,8
4202,0
4203,0
4204,0
4205,8
4206,3
4207,6
4208,9
4209,9
4210,3
4211,8
4212,4
4213,6
4214,3
4215,7
4216,6
4217,8
4218,6
4219,9
4220,1
4221,0
4222,9
4223,1
4224,6
4225,9
4226,3
4227,8
4228,7
4229,6
4230,0
4231,7
4232,9
4233,8
4234,6
4235,9
4236,4
4237,0
4238,3
4239,1
4240,6
4241,9
4242,0
4243,7
4244,0
4245,0
4246,6
4247,9
4248,1
4249,9
4250,8
4251,7
4252,4
4253,7
4254,0
4255,5
4256,3
4257,1
4258,3
4259,0
4260,8
4261,0
4262,4
4263,7
4264,2
4265,0
4266,1
4267,1
4268,1
4269,4
4270,6
4271,6
4272,0
4273,0
4274,8
4275,0
4276,0
4277,8
4278,3
4279,2
4280,9
4281,9
4282,8
4283,0
4284,9
4285,1
4286,3
4287,7
4288,3
4289,6
4290,1
4291,6
4292,9
4293,1
4294,6
4295,7
4296,7
4297,7
4298,6
4299,6
4300,2
4301,1
4302,7
4303,4
4304,0
4305,9
4306,9
4307,6
4308,2
4309,7
4310,4
4311,9
4312,8
4313,4
4314,3
4315,7
4316,3
4317,2
4318,1
4319,8
4320,9
4321,7
4322,3
4323,0
4324,7
4325,1
4326,0
4327,2
4328,3
4329,3
4330,3
4331,9
4332,6
4333,3
4334,0
4335,6
4336,9
4337,7
4338,4
4339,8
4340,0
4341,9
4342,1
4343,0
4344,2
4345,1
4346,1
4347,2
4348,0
4349,3
4350,4
4351,4
4352,0
4353,0
4354,2
4355,6
4356,6
4357,7
4358,1
4359,8
4360,3
4361,9
4362,1
4363,0
4364,1
4365,1
4366,0
4367,2
4368,3
4369,3
4370,3
4371,4
4372,0
4373,0
4374,9
4375,6
4376,1
4377,7
4378,1
4379,8
4380,0
4381,9
4382,9
4383,6
4384,0
4385,0
4386,5
4387,9
4388,7
4389,3
4390,3
4391,4
4392,7
4393,3
4394,7
4395,8
4396,4
4397,0
4398,8
4399,1
4400,3
4401,0
4402,3
4403,2
4404,1
4405,3
4406,2
4407,0
4408,7
4409,1
4410,9
4411,2
4412,0
4413,1
4414,4
4415,3
4416,1
4417,2
4418,6
4419,6
4420,1
4421,0
4422,8
4423,3
4424,0
4425,0
4426,8
4427,7
4428,9
4429,2
4430,3
4431,7
4432,5
4433,4
4434,8
4435,6
4436,1
4437,0
4438,3
4439,0
4440,6
4441,0
4442,6
4443,9
4444,8
4445,9
4446,3
4447,8
4448,1
4449,9
4450,9
4451,0
4452,6
4453,3
4454,3
4455,1
4456,0
4457,7
4458,1
4459,4
4460,9
4461,7
4462,9
4463,6
4464,2
4465,0
4466,3
4467,4
4468,1
4469,0
4470,3
4471,0
4472,2
4473,6
4474,7
4475,6
4476,1
4477,2
4478,9
4479,0
4480,9
4481,0
4482,8
4483,3
4484,6
4485,1
4486,8
4487,7
4488,0
4489,4
4490,8
4491,9
4492,3
4493,3
4494,4
4495,9
4496,7
4497,0
4498,5
4499,8
4500,1
4501,9
4502,2
4503,0
4504,9
4505,0
4506,5
4507,9
4508,1
4509,0
4510,7
4511,3
4512,6
4513,3
4514,3
4515,8
4516,9
4517,7
4518,3
4519,1
4520,3
4521,9
4522,7
4523,0
4524,9
4525,4
4526,2
4527,3
4528,2
4529,9
4530,0
4531,0
4532,6
4533,7
4534,6
4535,2
4536,8
4537,1
4538,5
4539,9
4540,6
4541,1
4542,0
4543,0
4544,0
4545,1
4546,5
4547,7
4548,7
4549,4
4550,6
4551,8
4552,6
4553,6
4554,2
4555,1
4556,1
4557,6
4558,4
4559,8
4560,4
4561,8
4562,1
4563,0
4564,0
4565,1
4566,0
4567,2
4568,1
4569,3
4570,2
4571,9
4572,1
4573,7
4574,2
4575,8
4576,9
4577,9
4578,0
4579,0
4580,1
4581,1
4582,2
4583,2
4584,8
4585,3
4586,3
4587,4
4588,9
4589,5
4590,0
4591,6
4592,8
4593,7
4594,4
4595,8
4596,8
4597,9
4598,3
4599,0
4600,6
4601,1
4602,1
4603,2
4604,0
4605,3
4606,3
4607,4
4608,3
4609,7
4610,3
4611,8
4612,4
4613,9
4614,9
4615,1
4616,8
4617,6
4618,4
4619,8
4620,2
4621,9
4622,3
4623,9
4624,1
4625,0
4626,4
4627,1
4628,8
4629,2
4630,6
4631,1
4632,8
4633,9
4634,9
4635,3
4636,9
4637,7
4638,1
4639,9
4640,7
4641,4
4642,4
4643,4
4644,3
4645,0
4646,9
4647,3
4648,7
4649,8
4650,6
4651,7
4652,8
4653,5
4654,6
4655,9
4656,8
4657,2
4658,9
4659,1
4660,9
4661,5
4662,1
4663,8
4664,0
4665,6
4666,3
4667,1
4668,3
4669,1
4670,4
4671,6
4672,6
4673,2
4674,3
4675,1
4676,3
4677,3
4678,3
4679,9
4680,2
4681,9
4682,7
4683,9
4684,1
4685,9
4686,1
4687,2
4688,2
4689,0
4690,4
4691,0
4692,1
4693,4
4694,8
4695,9
4696,3
4697,6
4698,6
4699,8
4700,0
4701,5
4702,7
4703,5
4704,4
4705,0
4706,9
4707,9
4708,7
4709,6
4710,9
4711,8
4712,1
4713,1
4714,1
4715,7
4716,1
4717,9
4718,7
4719,1
4720,8
4721,9
4722,9
4723,2
4724,4
4725,6
4726,1
4727,7
4728,3
4729,6
4730,3
4731,6
4732,0
4733,8
4734,3
4735,7
4736,0
4737,9
4738,9
4739,2
4740,5
4741,1
4742,3
4743,3
4744,9
4745,3
4746,1
4747,0
4748,6
4749,5
4750,0
4751,5
4752,9
4753,9
4754,6
4755,0
4756,6
4757,3
4758,4
4759,7
4760,3
4761,9
4762,3
4763,7
4764,3
4765,3
4766,2
4767,6
4768,4
4769,7
4770,9
4771,8
4772,9
4773,0
4774,0
4775,3
4776,2
4777,5
4778,9
4779,3
4780,9
4781,0
4782,5
4783,1
4784,9
4785,2
4786,6
4787,3
4788,7
4789,9
4790,0
4791,6
4792,6
4793,6
4794,9
4795,7
4796,3
4797,8
4798,3
4799,9
4800,3
4801,0
4802,2
4803,1
4804,9
4805,2
4806,0
4807,3
4808,9
4809,4
4810,9
4811,5
4812,4
4813,6
4814,0
4815,7
4816,6
4817,8
4818,8
4819,9
4820,9
4821,0
4822,3
4823,1
4824,2
4825,2
4826,3
4827,3
4828,7
4829,4
4830,3
4831,5
4832,4
4833,6
4834,1
4835,7
4836,6
4837,8
4838,1
4839,9
4840,0
4841,7
4842,1
4843,6
4844,0
4845,9
4846,1
4847,3
4848,9
4849,0
4850,6
4851,6
4852,3
4853,6
4854,4
4855,1
4856,8
4857,9
4858,4
4859,0
4860,9
4861,0
4862,8
4863,1
4864,9
4865,3
4866,8
4867,9
4868,1
4869,4
4870,4
4871,5
4872,3
4873,7
4874,0
4875,9
4876,3
4877,5
4878,1
4879,6
4880,3
4881,8
4882,3
4883,9
4884,0
4885,1
4886,1
4887,3
4888,4
4889,8
4890,7
4891,5
4892,1
4893,7
4894,8
4895,8
4896,3
4897,1
4898,2
4899,4
4900,3
4901,8
4902,3
4903,5
4904,5
4905,8
4906,9
4907,1
4908,4
4909,0
4910,6
4911,7
4912,9
4913,6
4914,0
4915,1
4916,0
4917,6
4918,4
4919,0
4920,2
4921,3
4922,1
4923,9
4924,0
4925,1
4926,1
4927,1
4928,9
4929,9
4930,6
4931,2
4932,1
4933,1
4934,9
4935,7
4936,8
4937,9
4938,6
4939,5
4940,1
4941,2
4942,4
4943,0
4944,9
4945,2
4946,7
4947,1
4948,8
4949,2
4950,6
4951,9
4952,4
4953,3
4954,5
4955,9
4956,0
4957,2
4958,0
4959,2
4960,4
4961,5
4962,2
4963,8
4964,4
4965,7
4966,3
4967,9
4968,6
4969,7
4970,9
4971,1
4972,2
4973,8
4974,0
4975,0
4976,6
4977,9
4978,2
4979,6
4980,6
4981,8
4982,6
4983,1
4984,3
4985,1
4986,7
4987,5
4988,1
4989,7
4990,9
4991,6
4992,6
4993,3
4994,3
4995,5
4996,6
4997,9
4998,3
4999,2
5000,6
5001,9
5002,3
5003,0
5004,1
5005,4
5006,2
5007,7
5008,4
5009,9
5010,3
5011,3
5012,3
5013,2
5014,0
5015,9
5016,4
5017,2
5018,1
5019,0
5020,7
5021,3
5022,0
5023,4
5024,4
5025,6
5026,0
5027,0
5028,8
5029,0
5030,3
5031,3
5032,2
5033,2
5034,3
5035,8
5036,0
5037,3
5038,6
5039,8
5040,4
5041,0
5042,3
5043,1
5044,3
5045,0
5046,4
5047,1
5048,6
5049,7
5050,1
5051,1
5052,0
5053,3
5054,7
5055,5
5056,7
5057,1
5058,1
5059,7
5060,0
5061,1
5062,6
5063,8
5064,9
5065,6
5066,2
5067,8
5068,4
5069,1
5070,8
5071,0
5072,0
5073,9
5074,3
5075,0
5076,7
5077,0
5078,9
5079,1
5080,7
5081,2
5082,1
5083,3
5084,3
5085,7
5086,2
5087,0
5088,7
5089,9
5090,9
5091,0
5092,7
5093,1
5094,3
5095,2
5096,9
5097,3
5098,6
5099,7
5100,6
5101,8
5102,9
5103,9
5104,2
5105,0
5106,2
5107,1
5108,8
5109,2
5110,3
5111,3
5112,1
5113,9
5114,3
5115,5
5116,0
5117,6
5118,9
5119,7
5120,8
5121,8
5122,9
5123,9
5124,4
5125,7
5126,9
5127,9
5128,6
5129,0
5130,7
5131,9
5132,6
5133,0
5134,1
5135,1
5136,3
5137,7
5138,3
5139,9
5140,6
5141,5
5142,8
5143,1
5144,4
5145,4
5146,8
5147,2
5148,9
5149,8
5150,9
5151,9
5152,1
5153,4
5154,0
5155,3
5156,1
5157,1
5158,6
5159,7
5160,8
5161,8
5162,6
5163,2
5164,7
5165,4
5166,7
5167,9
5168,7
5169,3
5170,7
5171,3
5172,0
5173,6
5174,6
5175,9
5176,8
5177,9
5178,1
5179,5
5180,7
5181,0
5182,5
5183,6
5184,4
5185,7
5186,9
5187,0
5188,7
5189,6
5190,9
5191,0
5192,9
5193,2
5194,4
5195,6
5196,9
5197,3
5198,5
5199,9
5200,1
5201,3
5202,3
5203,2
5204,1
5205,1
5206,9
5207,7
5208,3
5209,9
5210,9
5211,0
5212,9
5213,8
5214,1
5215,9
5216,3
5217,0
5218,6
5219,3
5220,7
5221,3
5222,0
5223,9
5224,9
5225,9
5226,6
5227,9
5228,1
5229,1
5230,2
5231,0
5232,8
5233,3
5234,6
5235,7
5236,1
5237,5
5238,5
5239,8
5240,0
5241,0
5242,1
5243,2
5244,3
5245,9
5246,9
5247,7
5248,1
5249,1
5250,8
5251,2
5252,9
5253,6
5254,1
5255,9
5256,4
5257,0
5258,1
5259,3
5260,5
5261,6
5262,1
5263,6
5264,4
5265,0
5266,7
5267,0
5268,1
5269,0
5270,0
5271,2
5272,1
5273,8
5274,7
5275,1
5276,9
5277,6
5278,1
5279,1
5280,9
5281,0
5282,6
5283,7
5284,3
5285,3
5286,2
5287,1
5288,8
5289,6
5290,7
5291,1
5292,1
5293,9
5294,9
5295,8
5296,3
5297,1
5298,8
5299,2
5300,9
5301,3
5302,3
5303,4
5304,0
5305,5
5306,8
5307,6
5308,1
5309,7
5310,5
5311,8
5312,1
5313,9
5314,4
5315,0
5316,6
5317,1
5318,0
5319,2
5320,0
5321,3
5322,8
5323,9
5324,9
5325,8
5326,1
5327,6
5328,1
5329,7
5330,0
5331,8
5332,7
5333,9
5334,7
5335,0
5336,0
5337,1
5338,3
5339,2
5340,0
5341,3
5342,1
5343,4
5344,3
5345,5
5346,2
5347,6
5348,6
5349,7
5350,7
5351,8
5352,1
5353,9
5354,0
5355,8
5356,3
5357,6
5358,1
5359,0
5360,1
5361,0
5362,1
5363,6
5364,3
5365,8
5366,1
5367,9
5368,4
5369,4
5370,9
5371,1
5372,7
5373,9
5374,3
5375,5
5376,9
5377,2
5378,7
5379,0
5380,2
5381,4
5382,8
5383,8
5384,8
5385,9
5386,0
5387,1
5388,4
5389,9
5390,6
5391,6
5392,3
5393,5
5394,2
5395,1
5396,3
5397,5
5398,8
5399,7
5400,7
5401,6
5402,5
5403,0
5404,1
5405,1
5406,3
5407,7
5408,4
5409,0
5410,6
5411,6
5412,1
5413,8
5414,9
5415,9
5416,9
5417,5
5418,1
5419,4
5420,0
5421,7
5422,0
5423,9
5424,4
5425,8
5426,9
5427,6
5428,0
5429,0
5430,7
5431,8
5432,1
5433,1
5434,4
5435,7
5436,2
5437,7
5438,1
5439,1
5440,1
5441,3
5442,7
5443,2
5444,8
5445,1
5446,2
5447,4
5448,6
5449,2
5450,3
5451,0
5452,9
5453,0
5454,3
5455,7
5456,0
5457,1
5458,2
5459,9
5460,4
5461,6
5462,0
5463,9
5464,1
5465,9
5466,6
5467,3
5468,6
5469,8
5470,9
5471,4
5472,8
5473,7
5474,9
5475,2
5476,3
5477,5
5478,8
5479,6
5480,3
5481,3
5482,0
5483,6
5484,5
5485,9
5486,5
5487,6
5488,9
5489,3
5490,6
5491,2
5492,5
5493,2
5494,4
5495,4
5496,9
5497,6
5498,7
5499,9
5500,0
5501,8
5502,1
5503,2
5504,1
5505,5
5506,8
5507,5
5508,1
5509,1
5510,7
5511,3
5512,9
5513,3
5514,0
5515,9
5516,7
5517,7
5518,1
5519,2
5520,3
5521,2
5522,1
5523,5
5524,3
5525,7
5526,0
5527,9
5528,7
5529,8
5530,6
5531,2
5532,0
5533,1
5534,4
5535,3
5536,6
5537,1
5538,9
5539,3
5540,7
5541,0
5542,3
5543,1
5544,3
5545,2
5546,8
5547,4
5548,7
5549,1
5550,9
5551,6
5552,2
5553,7
5554,1
5555,8
5556,3
5557,9
5558,1
5559,0
5560,2
5561,1
5562,0
5563,2
5564,7
5565,1
5566,7
5567,4
5568,1
5569,6
5570,7
5571,6
5572,0
5573,7
5574,0
5575,8
5576,1
5577,0
5578,2
5579,1
5580,9
5581,2
5582,9
5583,1
5584,0
5585,9
5586,0
5587,6
5588,0
5589,6
5590,0
5591,7
5592,6
5593,9
5594,0
5595,7
5596,0
5597,0
5598,1
5599,5
5600,6
5601,2
5602,8
5603,9
5604,1
5605,0
5606,1
5607,1
5608,1
5609,5
5610,6
5611,8
5612,0
5613,1
5614,8
5615,0
5616,7
5617,1
5618,3
5619,1
5620,0
5621,1
5622,1
5623,7
5624,4
5625,1
5626,4
5627,4
5628,9
5629,4
5630,1
5631,8
5632,1
5633,9
5634,1
5635,6
5636,0
5637,1
5638,5
5639,2
5640,7
5641,4
5642,7
5643,1
5644,9
5645,8
5646,4
5647,9
5648,0
5649,4
5650,7
5651,3
5652,4
5653,9
5654,0
5655,2
5656,5
5657,6
5658,9
5659,8
5660,7
5661,0
5662,8
5663,1
5664,7
5665,3
5666,1
5667,6
5668,9
5669,9
5670,4
5671,1
5672,8
5673,6
5674,5
5675,6
5676,1
5677,1
5678,6
5679,1
5680,6
5681,8
5682,9
5683,0
5684,6
5685,9
5686,7
5687,7
5688,9
5689,7
5690,4
5691,6
5692,4
5693,2
5694,0
5695,5
5696,9
5697,6
5698,9
5699,6
5700,2
5701,0
5702,4
5703,7
5704,8
5705,2
5706,3
5707,8
5708,8
5709,4
5710,3
5711,6
5712,6
5713,4
5714,3
5715,1
5716,7
5717,8
5718,8
5719,1
5720,8
5721,1
5722,8
5723,6
5724,1
5725,8
5726,8
5727,2
5728,1
5729,0
5730,6
5731,6
5732,9
5733,7
5734,6
5735,1
5736,7
5737,2
5738,8
5739,1
5740,4
5741,8
5742,0
5743,1
5744,4
5745,1
5746,0
5747,1
5748,2
5749,1
5750,8
5751,8
5752,3
5753,8
5754,0
5755,3
5756,3
5757,7
5758,0
5759,1
5760,1
5761,1
5762,9
5763,7
5764,4
5765,1
5766,7
5767,1
5768,1
5769,6
5770,9
5771,7
5772,2
5773,9
5774,2
5775,9
5776,5
5777,1
5778,7
5779,0
5780,0
5781,8
5782,3
5783,4
5784,0
5785,5
5786,7
5787,6
5788,3
5789,9
5790,9
5791,0
5792,0
5793,1
5794,0
5795,2
5796,8
